username,userid,profile_location,created_at,text,retweet_count,source,coordinates
éS Skateboarding,21929526,"Los Angeles, CA",2023-01-22 16:35:42,"We’re excited to celebrate the Chinese New Year with you. To join in the celebration, éS has integrated this year’s… https://t.co/IRACTrWAls",3,Twitter Web App,
Healing Herbal Soups,1301386320380481536,"Austin, Texas",2023-01-22 16:33:20,Happy Chinese New Year to all our readers and fans everywhere! Wishing everyone a wonderful Year of the Rabbit with… https://t.co/KRMDhKQ7Um,1,Twitter for iPhone,
SketchPoetic,27433984,Los Angeles,2023-01-22 16:32:07,Happy Lunar New Year! 2023 is the Year of the Rabbit. Anyone else a Rabbit in the Chinese Zodiac? I am and excited… https://t.co/9AkNGH8HM2,0,Twitter for iPhone,
Alice Tokas a LA girl,2256358682,"Los Angeles, CA",2023-01-22 16:31:27,@KTLA Chinatown Los Angeles would be a better place to celebrate Chinese New Year,0,Twitter for iPhone,
Scott M. Schmerelson,3018770068,Los Angeles,2023-01-22 16:31:13,Did you now that there Lunar New Year and Chinese New Year are different? There's so much to learn!… https://t.co/JBWqai0jUD,1,Hootsuite Inc.,
Michael Wang,1364005549419814915,Los Angeles,2023-01-22 16:29:10,@bbcchinese Chinese lunar new year,0,Twitter for iPad,
Ryan Omega,2541811753,Los Angeles,2023-01-22 16:28:36,"My heart goes out to the families and friends affected by the mass shooting at Monterey Park at Lunar New Year. 

I… https://t.co/1fM4c9qCrY",1,Twitter for iPhone,
LUCIANA,63937706,Los angeles,2023-01-22 16:27:29,GM Fam! Happy Chinese new year🐰🫶,0,Twitter for iPhone,
AJ,174476807,CA: Los Angeles • Pasadena 🌹,2023-01-22 16:27:23,"Sending love to the people in my neighboring community of Monterey Park in the SGV. Such a tragedy, and unimaginabl… https://t.co/ajoqgMPwsE",0,Twitter for iPhone,
Puni Patel dba keller williams,1288256506475892736,"torrance, ca",2023-01-22 16:23:06,Happy Lunar New Year! Also known as the Spring Festival begins in China and many other countries in Asia. It marks… https://t.co/vmqPuQvanD,0,Ripl App,
Marina del Rey Patch,214114542,"Marina del Rey, CA",2023-01-22 16:20:16,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/m406ro8F8M,0,SocialFlow,
Hollywood Patch,219395310,"Hollywood, CA",2023-01-22 16:20:02,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/Lbcgs09hWT,0,SocialFlow,
SolidHealthInsurance,73142327,"Los Angeles, CA",2023-01-22 16:15:11,"Happy Chinese New Year! Hoping that you have much joy, happiness and peace this upcoming year.… https://t.co/7L3ixELMNy",0,Hootsuite Inc.,
City of La Puente,550332799,"La Puente, CA",2023-01-22 16:14:20,"Wishing you and your loved ones a healthy and prosperous new year ✨
 
Happy and lucky New Year! 🐇
 
#lunarnewyear… https://t.co/BXTsi6Q34O",0,Twitter for iPhone,
💕Tanisha Nicole ✊🏽,22529332,"Rialto,California",2023-01-22 16:14:20,"Had an unexpected ending to 39. Along with having fun at the NKOTBlock Action event,my roommate cooked a Hot Pot fo… https://t.co/Wvu81j1nKY",0,Twitter for iPhone,
Gail Gordon 🎼✡️🎼,890093406348857344,"Santa Monica, CA",2023-01-22 16:13:34,@IAmSophiaNelson May I add this is a hate crime -CHINESE New Year - a time of celebration became a time of death.… https://t.co/XXGIXpyoiO,0,Twitter for iPhone,
Deadline Hollywood,586032653,"Hollywood, California",2023-01-22 16:13:14,‘Avatar: The Way Of Water’ Swims Past $2B Worldwide – International Box Office https://t.co/coD1uARxQ0,219,Jetpack.com,
Juli798686,2824286557,"Los Angeles, CA",2023-01-22 16:12:42,"@gadboit @alinefortuna2 In the meantime 10 shot at Chinese New Year in LA Clearly hate crime, prob due to Covid😰As… https://t.co/NUfbM9U9uw",0,Twitter Web App,
Beverly Hills Patch,134921908,"Beverly Hills, CA",2023-01-22 16:11:41,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/nZ6J6TSal3,0,SocialFlow,
enne.art@art raffle イラスト企画中💕,1330015640074162178,"Los Angeles, CA",2023-01-22 16:11:30,"Happy Chinese New Year from I’shy and Thel!
#FinalFantasyXIV #ChineseNewYear2023 #HappyChineseNewYear… https://t.co/VKsVK4drzv",14,Twitter for iPhone,
Badvlad,957101846547460098,"Los Angeles, CA",2023-01-22 16:11:15,@lalovestrump The shooting took place in a ballroom dance studio on Lunar New Year’s Eve; everything about that sou… https://t.co/URAOCAW392,1,Twitter for iPhone,
Paul Wong,4727134272,"Los Angeles, CA",2023-01-22 16:10:14,Kumquats are one of the good luck fruits for Chinese New Year and our tree is definitely celebrating! 恭喜发财 https://t.co/xgi7AZ2sIT,0,Twitter for iPhone,
QYResearch,969385229457567744,"Los Angeles, CA",2023-01-22 16:07:32,"Happy Chinese New Year to all

Thanks for all Global clients especial China clients increase a very big percentage… https://t.co/ZItRevSbcC",0,Twitter Web App,
Joanna DeVoe,57091155,Los Angeles,2023-01-22 16:03:55,Here in LA there are 2 big cultural imports that add color &amp; beauty to our seasonal wheel. One is Día de Muertos &amp;… https://t.co/7P3BlR6BLI,0,Twitter Web App,
STAND 8 Technology Services,1034844516363247618,"Los Angeles, CA",2023-01-22 16:03:02,"Happy Chinese New Year to everyone and specially to all our rabbits out there! 

#NewYear #ChineseNewYear #STAND8… https://t.co/ZGv3OlEOOV",0,HubSpot,
Gail Gordon 🎼✡️🎼,890093406348857344,"Santa Monica, CA",2023-01-22 16:02:39,10 Dead in Mass Shooting at Monterey Park Lunar -CHINESE - New Year Celebrations https://t.co/AWMlBKvjXs,0,Twitter for iPhone,
themysticalritual,1548065940243304450,"Los Angeles, CA",2023-01-22 16:02:24,"Happy Chinese New Year! We’re nearly into the new lunar year, and many of us are looking forward to the year of the… https://t.co/BY7WG9N8LB",0,LaterMedia,
San Bernardino City Unified School District,174937652,"San Bernardino, CA",2023-01-22 16:01:42,"Today is the start of the Lunar New Year! Lunar New Year, otherwise known as Chinese New Year, is a cultural celebr… https://t.co/KNWauQPHWS",1,Hootsuite Inc.,
Carlsbad Patch,179213803,"Carlsbad, CA",2023-01-22 16:01:06,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/PtonznnFrU,0,SocialFlow,
N. Hollywood Patch,198544201,"North Hollywood, CA",2023-01-22 16:00:51,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/MdUegCqKBb,0,SocialFlow,
Lake Elsinore Patch,160974073,"Lake Elsinore, CA",2023-01-22 16:00:49,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/XmP4EdAiva,0,SocialFlow,
Allen Yeh,99606768,"Los Angeles, California",2023-01-22 16:00:34,Allegra and I are enjoying this Happy Lunar New Year because it is the Year of the Rabbit (that’s my year) *and* it… https://t.co/Zor6G8mqUG,0,Twitter for iPhone,
SHpolicefanclub,1606560723122868226,,2023-01-22 15:59:59,"At the Chinese New Year's Eve, Huangpu police stay on their post to protect the safe and order.#shanghai… https://t.co/9fTicrjTJg",0,Twitter for Android,
PVSD Camarillo,2316477415,"Camarillo, CA",2023-01-22 15:59:30,"Wishing you a happy Lunar New Year! 🐇

Lunar New Year is an important celebration among East and Southeast Asian cu… https://t.co/WIe0k1Jygy",1,TweetDeck,
Palisades Patch,226271649,"Pacific Palisades, CA",2023-01-22 15:58:25,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/bX1anwyLlZ,0,SocialFlow,
Murrieta Patch,214674433,"Murrieta, CA",2023-01-22 15:58:24,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/mzh60ACaqr,0,SocialFlow,
Jason Honeycutt,549850964,Los Angeles,2023-01-22 15:55:54,"More ""thoughts and prayers"" - as yet another psycho shot and killed at least 10 people at a Chinese New Year celebr… https://t.co/b3LSDfLoLM",0,Twitter for Android,
Steve Olmos,87609770,"Chino Hills, CA",2023-01-22 15:55:10,"Happy Chinese New Years to everyone, it’s the year of the water rabbit.  https://t.co/hy8i7XHo0y",0,Hootsuite Inc.,
CaliNoDonk,1607201396981633024,"Los Angeles, CA",2023-01-22 15:54:39,"Being a poker player this is my favorite day time of the year.....""reap what you sow""

Happy Chinese New Year.....… https://t.co/SRIe3TNTJt",0,Twitter for Android,
Redondo Beach Patch,111724631,"Redondo Beach, CA",2023-01-22 15:53:32,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/2JcZ5mpqVF,0,SocialFlow,
Palm Desert Patch,224780625,"Palm Desert, CA",2023-01-22 15:53:30,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/sl1NHv5Au9,0,SocialFlow,
Monrovia Patch,159596153,"Monrovia, CA",2023-01-22 15:53:30,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/aSMxZgbLUX,0,SocialFlow,
Mission Viejo Patch,211329805,"Mission Viejo, CA",2023-01-22 15:53:30,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/sZwpfICgQS,0,SocialFlow,
Malibu Patch,159217558,"Malibu, CA",2023-01-22 15:53:28,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/Gdy0HRZbCO,0,SocialFlow,
Long Beach CA Patch,807981013,"Long Beach, CA",2023-01-22 15:53:28,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/4lMtpwO7GO,0,SocialFlow,
Manhattan Bch Patch,106562846,"Manhattan Beach, CA",2023-01-22 15:53:27,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/PqCf630AoH,0,SocialFlow,
Katherine Jiménez,1440616423684935691,"Los Angeles, CA",2023-01-22 15:51:33,Happy Chinese New Year of the Rabbit 2023! #NewYear #NewLife #YearOfTheRabbit #BeginAnew https://t.co/KXAnzDCOp9 https://t.co/I2Q2TvaGVt,0,Twitter Web App,
Laguna Beach Patch,164285437,"Laguna Beach, CA",2023-01-22 15:51:15,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/BINReMd34F,0,SocialFlow,
Albu,1557622934981705729,"Los Angeles, CA",2023-01-22 15:50:58,@ErlingHaaland happy Chinese new year! let's go city!,0,Twitter for Android,
Calabasas Patch,119529302,"Calabasas, CA",2023-01-22 15:50:49,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/Twz8vnXiq3,1,SocialFlow,
Encinitas Patch,161032709,"Encinitas, CA",2023-01-22 15:50:49,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/Ifb1kfwXHc,0,SocialFlow,
Newport Beach Patch,211286398,"Newport Beach, CA",2023-01-22 15:48:06,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/QgbY18KEx9,1,SocialFlow,
Cristina Fernandez,1565601811230117888,LA,2023-01-22 15:47:54,"Happy Chinese New Year!

May luck always be at your door and shower you with blessings! https://t.co/AqyREbT7em",0,LinkedIn,
Hero Within,4828276345,"Orange County, CA",2023-01-22 15:45:41,"Happy Chinese New Year! Here’s to a year of peace, prosperity and longevity.
#CNY2023 https://t.co/U6DmGqAXPo",3,Twitter for iPhone,
Culver City Patch,158148048,"Culver City, CA",2023-01-22 15:42:34,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar… https://t.co/3drJmFw6kT,0,SocialFlow,
Michael Kao,26266863,"Los Angeles, CA",2023-01-22 15:41:37,"Musings of the Day, 1/22/23:

Happy Chinese New Year of the Rabbit! 🧧 🐰 https://t.co/QKlHACMCoU",3,Twitter for iPhone,
mELONft,203774822,la,2023-01-22 15:40:17,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/raSx08ImTz",0,Twitter Web App,
Ezra Weiss,961987387797770240,"Los Angeles, California",2023-01-22 15:37:49,"Holiday Group Therapy: Year of the Rabbit

The Lunar Dragon shares his uncomfortableness of always having to perfor… https://t.co/FqJAqABwac",0,Twitter Web App,
Vince,1456649581777731587,"San Marino, CA",2023-01-22 15:36:30,"@jsolomonReports Most Chinese celebrate new year around family and food. This shooting happened at a dance studio,… https://t.co/ZfCwZLwjof",0,Twitter for iPhone,
SC_y,1115588474499780608,"Los Angeles, CA",2023-01-22 15:36:26,@britishmuseum It’s Happy Chinese New Year! Thank you.,0,Twitter for iPhone,
Metro Paws®,142142228,"Los Angeles, California",2023-01-22 15:35:34,Happy Chinese New Year! May this year bring you joy and pawsperity. #MetroPaws #MP #DogIsLife #DogsOfTwitter https://t.co/ysEairtDZr,0,LaterMedia,
SBLVI🏆🏁🐍,704867591303483392,"Los Angeles, CA",2023-01-22 15:35:34,"I always say Happy New Year (to me) on this day so it’s kinda cool Chinese New Year fell on my birthday too

And to… https://t.co/lXxrdJaShj",0,Twitter for iPhone,
Zadara,366836598,"Irvine, CA",2023-01-22 15:32:05,"Happy New Year. 2023 is the year of the Rabbit. The sign of Rabbit is a symbol of longevity, peace, and prosperity… https://t.co/BdNwidZ7vi",1,Sprout Social,
Fernando,2389457995,Escondido,2023-01-22 15:31:38,Ten people were killed and ten people were wounded in a shooting Saturday at a ballroom-dance studio. The massacre… https://t.co/30IcyXzI4g,0,Twitter for iPad,
logar.eth,1338231988268969994,"Los Angeles, CA",2023-01-22 15:31:22,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/5QtAFn1xVM",0,Twitter for iPhone,
Foothill Credit Union,36209209,"San Gabriel Valley, CA",2023-01-22 15:30:08,Happy Lunar New Year! 2023 is the year of the rabbit. The rabbit is considered the luckiest of all the animals in t… https://t.co/jIihAWdPAr,0,Sprout Social,
Moorpark Unified,2906466080,"Moorpark, CA",2023-01-22 15:30:00,Happy Chinese New Year! May your year be filled with an abundance of smiles and laughter. https://t.co/HttM75nNzb,0,TweetDeck,
frimtee XD | NFT NG 🇳🇬🎒 ⭕️,2863102091,"Solana Beach, CA",2023-01-22 15:25:44,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/7LPHcoeMy5",0,Twitter Web App,
Justin Ruderman,1387520913415933952,"Los Angeles, CA",2023-01-22 15:25:33,@nuthatch123 It's a traditional chinese new year dragon. They have them of all sizes and often have huge parades of… https://t.co/S1EtsDdcpB,0,Twitter for iPhone,
sunny day,1569496506734112770,"Los Angeles, CA",2023-01-22 15:23:28,Happy Chinese New Year https://t.co/pedacfnqsS,0,Twitter for iPhone,
Maxi_sol,1551699815720960000,"Los Angeles, CA",2023-01-22 15:23:25,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/MmXiR3S88k",0,Twitter for Android,
0x,1523075259871764486,"Ontario, CA",2023-01-22 15:20:52,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi… https://t.co/m78mMu7WeG",0,Twitter for iPhone,
GlenCitySchool,1563784527792578560,"Santa Paula, CA",2023-01-22 15:20:36,"Glen City wishes everyone a Happy Chinese New Year 2023, especially Mrs. Trujillo’s 2nd Grade class! They learned t… https://t.co/m9PJz9KTvv",1,Twitter for iPhone,
sam is embracing 2023,133491839,"Los Angeles, CA",2023-01-22 15:17:09,Woke up from a wonderful Chinese New Year party with friends to learn about the mass shooting at the celebration in… https://t.co/rQ4Cxl0f9e,0,Twitter Web App,
ThePreityEffect™🇺🇲🇮🇳,56650645,"Los Angeles, CA",2023-01-22 15:14:22,"Heard that this year Chinese New Year is NOT a public holiday in Australia? 
Brilliant!",9,Twitter for iPhone,
HWDRepublican,17920055,"Hollywood, CA USA",2023-01-22 15:10:17,"THR: Mass Shooting in L.A. After Chinese New Year Party; 10 Dead, 10 Wounded https://t.co/MYJPIX3KeW (BB)",0,IFTTT,
Holiday Channel,2213285328,"Orange, CA",2023-01-22 15:08:46,"IT’S CHINESE NEW YEAR!!

May your noodles be long, your dumplings be lucky, and your red envelopes be abundant as h… https://t.co/KMQqbSIBM6",0,Zoho Social,
华尔街观察,137332930,"Santa Monica, CA",2023-01-22 15:08:18,"Chinese New Year! 

have a wonderful spring festival and a happy year of the rabbit! https://t.co/1uQWq7LON9",0,Twitter for iPhone,
UCDSB,38023838,Eastern Ontario,2023-01-22 15:05:11,"Happy Chinese New Year to all #UCDSB families celebrating. 2023 is the Year of the Rabbit. In Chinese culture, rabb… https://t.co/4hlry3RZiU",1,Hootsuite Inc.,
Eric Knockandknowall 🎸,102731774,"Diamond Bar, CA",2023-01-22 15:01:58,@CultrHack @washingtonpost Just waking up to this. I lived in Monterey Park for ten years and am gutted. And on Chi… https://t.co/fJPCpBwFDK,0,Twitter for iPhone,
Andy V,3328086477,"Orange County, CA",2023-01-22 15:01:22,@marbilbaoart Happy Chinese New Year! ✨🥂🎆,0,Twitter for Android,
Kawther,911151902,Los Angeles,2023-01-22 15:00:11,Happy Chinese New Year🎉,0,Twitter for iPhone,
South Bay Lexus,221481766,"Torrance, CA",2023-01-22 15:00:02,"Happy Chinese New Year. 🎉

The entire South Bay Lexus Family is wishing you good health and much success in 2023! https://t.co/2ohULRwxhv",0,Twitter Web App,
Roth Staffing,785666072,"Orange, CA",2023-01-22 14:51:06,"Today marks the start of Lunar New Year, the Year of the Rabbit! 

Fun Fact! The rabbit is the fourth animal in the… https://t.co/i1cKATOidm",0,Sprout Social,
Dylan Vo,1196744286626144257,"Los Angeles, CA.",2023-01-22 14:50:30,@Green_Y1996 Happy Chinese New Year Yilin.,0,Twitter Web App,
Jonathan Herrera,1330200889,"Los Angeles, CA",2023-01-22 14:46:02,My heart goes out to all the families and loved ones affected by the mass shooting in Monterey Park. The shooting o… https://t.co/bGxG8fAT4y,0,Twitter for iPhone,
MONA FLAUM,114613887,CALABASAS,2023-01-22 14:45:17,Happy Chinese new year  #lunar #yearoftherabbit #Socalrealtor #MonaFlaum #areyoulivinginyourdreamhome  #IAmBlessed… https://t.co/DEmV5l8RqR,0,Ripl App,
NewsfeedsMedia,1007725923720835072,"Los Angeles, CA",2023-01-22 14:44:12,"Chinese Lunar New Year massacre that's killed at least 10 is most deadly since Uvalde
https://t.co/garOih5j8P",0,Next Newsfeeds.media,
Duchess Moaning Sparkle ✨ (Parody),1097245415550922753,"Montecito, CA",2023-01-22 14:43:00,"As My DNA is 1.3% Chinese, and Peking Duck is My favourite takeaway, I feel deeply connected with My Oriental kin.… https://t.co/gkseiNcFyn",6,Twitter for iPhone,
Bing,1450073293935943690,"Los Angeles, CA",2023-01-22 14:39:27,@tim_cook Happy Chinese New Year!🦁🦁🦁,0,Twitter for Android,
Rebecca Ford,17237610,"Los Angeles, CA",2023-01-22 14:37:52,"This is devastating. I was with my daughter at this festival just hours earlier, celebrating her Chinese heritage a… https://t.co/0TR5slfMaD",5,Twitter for iPhone,
Sharon Anderson,16976269,Los Angeles,2023-01-22 14:30:36,Chinese New Year painting - detail #YearOfTheRabbit #ChineseNewYear2023 #LunarNewYear https://t.co/gUUXlUXFGH,2,Twitter for Android,
Zhou Lab,1184898738168332288,"Riverside, CA",2023-01-22 14:30:25,Happy Chinese New Year! Wishing you lots of luck in the Year of Rabbit! 兔年大吉🐰 https://t.co/mUq9H75PV5,1,Twitter for Android,
Eddie McCoven (he/him),2961947202,"California, USA",2023-01-22 14:24:26,#DEVELOPING At least ten people are dead and several others injured following a mass shooting during a Chinese Luna… https://t.co/iigAROKXNM,0,Twitter for Android,
Judys_pissed,364626124,"Los Angeles, CA ",2023-01-22 14:21:42,Happy Chinese New Year 2023 🐰 https://t.co/PHWJmlFSHg,0,Twitter for Android,
蕓exile39,1584888323008389122,"Los Angeles, CA",2023-01-22 14:14:39,@Trolliar @swifferupdates @taylorswift13 @Mereswift98 It's Chinese New Year,0,Twitter for iPhone,
Waterloo Regional Police,28568222,"Waterloo Region, Ontario",2023-01-22 14:13:19,"Waterloo Regional Police is pleased to extend well wishes to our community members celebrating Chinese New Year.

W… https://t.co/cf1oEk55Fa",5,Meltwater Social,
Sanjay Dhir DDS,1420336175064096769,"San Diego, CA 92122",2023-01-22 14:06:57,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Dhir Family… https://t.co/gcx71lFw73",0,EkwaSocial,
NicolasARavonDDSMSD,3013985912,"Beverly Hills, CA",2023-01-22 14:06:21,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Nicolas A. R… https://t.co/FLljrK2giJ",0,EkwaSocial,
NicolasARavonDDSMSD,3013985912,"Beverly Hills, CA",2023-01-22 14:06:19,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Nicolas A. R… https://t.co/Qc5i8QBotK",0,EkwaSocial,
All Smiles Dental Studio,1511647641511534594,"Encinitas, CA 92024",2023-01-22 14:06:05,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from All Smiles D… https://t.co/0AAmQkbgLV",0,EkwaSocial,
Pasadena Prosthodontics,996954250360930305,"Pasadena, California",2023-01-22 14:03:36,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Pasadena Pro… https://t.co/eZVhPyUeJZ",0,EkwaSocial,
Royal Dental Practice,2226894440,"West Hills, CA 91307",2023-01-22 14:02:25,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Royal Dental… https://t.co/Bmh15JHir4",0,EkwaSocial,
Torrance Memorial,85643346,"Torrance, California",2023-01-22 14:02:04,Wishing you and your families great happiness and good fortune this Lunar New Year. The Year of the Rabbit is predi… https://t.co/VlQiOdmZ0Z,1,Hootsuite Inc.,
213 Design,860595195473260545,"Los Angeles, California",2023-01-22 14:01:25,Happy Chinese New Year 2023 and the Year of the Rabbit. Wishing you a year of abundance and prosperity.… https://t.co/W6Fqx1ZNKu,0,Hootsuite Inc.,
Erela Rappaport DMD,2654489510,"Poway, CA 92064",2023-01-22 14:00:58,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Erela Katz R… https://t.co/oeS0IpJoFl",0,EkwaSocial,
Parkinson's Resource Organization,293574613,"Indian Wells, CA",2023-01-22 14:00:39,"Happy Chinese New Year! 

#ChineseNewYear2023 #YearOfTheRabbit #parkinson #parkinsons #parkinsonsresource… https://t.co/L41XlGNBYZ",0,Hootsuite Inc.,
OntarioDentalCenter,1318023660658061313,"Ontario, CA 91762",2023-01-22 14:00:36,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Ontario Dent… https://t.co/l6iE2vMkU5",0,EkwaSocial,
OntarioDentalCenter,1318023660658061313,"Ontario, CA 91762",2023-01-22 14:00:34,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Ontario Dent… https://t.co/mjnSqXkILI",0,EkwaSocial,
NGA - Next Generation Advanced,883065373100322817,"Los Angeles, CA",2023-01-22 14:00:31,"Wishing you luck, love, and health this Chinese New Year.

#ChineseNewyear #2023 #nga911 #nga #ng911… https://t.co/mnLtX4B4oV",0,Twitter Web App,
"Whyte & Associates, Inc.",2754634681,"Rancho Cucamonga, CA",2023-01-22 14:00:23,"Wishing you peace, prosperity, and longevity as the lunar new year begins. Happy Chinese New Year from Whyte &amp; Asso… https://t.co/7Jm77R0o8E",0,EkwaSocial,
Kait Feldmann,118309053,"Los Angeles, CA",2023-01-22 14:00:00,Devastated by this mass shooting. Monterey Park is a Chinese neighborhood. It’s where my grandparents live and wher… https://t.co/lUCfI9jEWy,35,Twitter for iPhone,
Orami.eth,15297747,"Los Angeles, CA",2023-01-22 13:58:52,"Happy Lunar New Year

Happy Chinese New Year",0,Twitter for iPhone,
Eric,1322624026083119104,"Los Angeles, CA",2023-01-22 13:58:08,@STIZLN @ray2go @ABC7 My guy this happened in a Asian neighborhood on Chinese New Year if race isn’t involved that… https://t.co/IQgBM2MPj2,0,Twitter for iPhone,
Coastal Fertility Irvine,1136351144177913856,Irvine,2023-01-22 13:41:45,"We wish you and your loved ones a happy and prosperous Chinese New Year! 🎆😃 

All of us at Coastal Fertility wish y… https://t.co/Wr3rDH6hzM",0,TweetDeck,
0xMiaWong Crypto News 🇺🇦,1488432279244648449,Los Angeles USA,2023-01-22 13:39:18,"The Sandbox will launch ""The Wandering Earth"" and Chinese New Year themed NFT series",0,test_for_twitter_api_1,
Dylan Vo,1196744286626144257,"Los Angeles, CA.",2023-01-22 13:39:12,"Happy Chinese New Year to my followers and friends who are Asian, and yes to the new followers that follow me; I'm… https://t.co/dAmqaXWujS",0,Twitter Web App,
CommissionairesGL,425113124,Ontario,2023-01-22 13:33:11,"Chinese New Year 2023 begins today and celebrations culminate with the Lantern Festival on February 5th, 2023. Wish… https://t.co/wRBngco8XD",1,Sendible,
Sean LEM,3809154554,"Burbank, CA",2023-01-22 13:32:32,@AmbientSynthy Happy Chinese new year of the Rabbit https://t.co/ecRLnIE9xu,0,Twitter for Android,
Dylan Vo,1196744286626144257,"Los Angeles, CA.",2023-01-22 13:27:27,"@SodorCentral_ Happy Chinese New Year to you too, also nice job with that left pic.",0,Twitter Web App,
Synthia SAINT JAMES,426865104,"Los Angeles, CA USA",2023-01-22 13:22:11,"Kung Hei Fat Choi! Wishing you a Prosperous New Year. 
HAPPY Chinese New Lunar Year! 😌
""Magu: Asian Goddess of Heal… https://t.co/hk1M5Zs6qa",1,Twitter Web App,
Mayor Tom Mrakas,1058423214,"Aurora, Ont",2023-01-22 13:21:28,"Wishing all Aurorans celebrating, a Happy Chinese New Year. May the New Year bring you and your families good healt… https://t.co/ytYy53CQmA",0,Twitter for iPad,
Schlegel Villages,430856593,Ontario,2023-01-22 13:20:00,"恭喜发财
Wishing you Happiness and Prosperity

Happy Chinese New Year! 🐲 https://t.co/dfIV21isY3",3,Loomly,
chefgirl 🇨🇦👩🏽‍🍳 #womensrightsarehumanrights,182627419,"Ontario, CA",2023-01-22 13:07:49,Gong Hei Fat Choy! Happy Chinese New Year! #GongHeiFatChoy #ChineseNewYear2023 https://t.co/l32kRH1oTj,0,Twitter for iPhone,
Sean LEM,3809154554,"Burbank, CA",2023-01-22 13:07:41,@Erin_Murphy Happy New Chinese year of the Rabbit https://t.co/2AzxGnrDQK,0,Twitter for Android,
Sean LEM,3809154554,"Burbank, CA",2023-01-22 13:07:02,@aracelia665 @JoeJohnSr @JaimePinkynm Happy New Chinese year of the Rabbit https://t.co/ZXPmZKW99J,0,Twitter for Android,
Ａｎｄｒｅｉ,1508871345349738496,"California, Scotland",2023-01-22 13:05:03,Happy Chinese new year of the Rabbit! It's gonna be a lucky one. https://t.co/RiqX3B9qRv,0,Twitter for Android,
Sean LEM,3809154554,"Burbank, CA",2023-01-22 13:03:14,@NadaAJones Happy Chinese new year of the Rabbit https://t.co/1b0kbZhndd,0,Twitter for Android,
Sean LEM,3809154554,"Burbank, CA",2023-01-22 13:01:48,@JensenJen13 @stewartdantec Happy Chinese new year of the Rabbit https://t.co/U5dm50yfer,0,Twitter for Android,
UFCW Local 1006A,150289374,Across Ontario,2023-01-22 13:00:30,"#UFCW1006A wishes you and your loved ones a happy and prosperous Lunar New Year, also known as Chinese New Year and… https://t.co/ni57hENqm2",6,Hootsuite Inc.,
Sean LEM,3809154554,"Burbank, CA",2023-01-22 13:00:04,@diannasaurusr3x Happy Chinese new year of the Rabbit https://t.co/jVPqnWwVwb,0,Twitter for Android,
