username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Fly MacArthur,156752699,"Ronkonkoma, NY",2023-01-22 08:00:55,"Chinese New Year - also known as Lunar New Year - is celebrated around the world. Traditions include festivals, foo… https://t.co/ZsuIr8Wgzo",0,Hootsuite Inc.,
Winfield,1364110503426023425,"Queens, NY",2023-01-22 07:55:54,"Mass shooting in Monterey Park. Location is near a Chinese supermarket, noodle restaurant &amp; bank. This is the heart… https://t.co/6wHgsZjJIk",0,Twitter Web App,
Don Lichterman (SCA Sunset),45345052,"New Jersey, USA",2023-01-22 07:55:00,Foreign Minister Qin Gang sends Chinese New Year greetings at NBA game - https://t.co/tBQZRY7iwy… https://t.co/O5KvDto2hs,0,SMAP Lite,
7thFlyingDragon,135086221,Sapphire Blue Ocean,2023-01-22 07:54:57,Happy Chinese New Year! https://t.co/JtIELHtnE7,0,Twitter for Android,
PositiveKey,1128040152654336000,"New York, NY",2023-01-22 07:44:47,Happy Chinese New Year. #Dogecoin #doge #Bitcoin,0,Twitter for iPhone,
Georgia Bahri,1404515763025858560,Lancashire,2023-01-22 07:41:19,Happy Chinese New Year!! https://t.co/Cm2K7klSMw… https://t.co/edFqDjl7iC,0,Twitter for Android,
Rev. Young S. Kim,354567754,"New Jersey, USA",2023-01-22 07:39:04,@morrisseyfan2u Do not allow all the Satanic Marxist Communist Red China and its social cultures to enter  America!… https://t.co/Lb11QLUHLJ,0,Twitter for Android,
Mitch Wells,582093214,"New York, USA",2023-01-22 07:31:45,My neighbors all decided to celebrate Chinese New Year with roman candles outside my apt just now. It's nice to see happy people!,0,Twitter Web App,
lee,1592519334294786049,"New York, NY",2023-01-22 07:29:31,@britishmuseum Happy Chinese New Year！！！ https://t.co/NOIXBIxcMf,0,Twitter for Android,
sayyed,1606965647946268672,"New York, New york. ",2023-01-22 07:22:03,"Chinese New Year celebration in Chinatown , Queens, New York. 3 https://t.co/cJcqRBRu6K",0,Twitter for iPhone,
sayyed,1606965647946268672,"New York, New york. ",2023-01-22 07:21:41,"Chinese New Year celebration in Chinatown , Queens, New York. 2 https://t.co/EMYyXDXqj4",0,Twitter for iPhone,
Class C FSD Pilot 🇺🇦🧀🛩🇺🇸,54094700,"New York, USA",2023-01-22 07:21:06,"I had the privilege of visiting Beijing during Chinese New Year 10 years ago. It was a lifetime experience. 

Can y… https://t.co/rnYcWhtqxF",3,Twitter for iPhone,
sayyed,1606965647946268672,"New York, New york. ",2023-01-22 07:20:33,"Chinese New Year celebration in Chinatown , Queens, New York. 1 https://t.co/22ATOqSRTs",0,Twitter for iPhone,
Dinujaya ✪,883416576279560192,New York,2023-01-22 07:19:37,"@MEXC_Global Happy Chinese New Year 🐇
Any giveaway for celebrate New year MEXC ?",0,Twitter Web App,
sayyed,1606965647946268672,"New York, New york. ",2023-01-22 07:19:34,"Chinese New Year celebrations in flushing , New York , today . It’s the year of the rabbit . People born in this ye… https://t.co/0hZl1PZpcl",0,Twitter for iPhone,
H E T H,101561009,New york ,2023-01-22 07:06:57,I love New Years so hardcore tell me how I ended up Chinese Lunar New Year out of pure luck,0,Twitter for iPhone,
Hentailord,1333852596533125126,"New York, NY",2023-01-22 07:06:12,Happy Chinese new year! https://t.co/XC7jBoq23t,0,Twitter for Android,
Pang,375512300,NYC,2023-01-22 07:05:58,"@UofT Can you please STOP appropriating my culture. It's Chinese New Year, period!",0,Twitter for iPhone,
Kath ,846338897311232000,"Westbury, NY",2023-01-22 07:01:25,Kung Hei Fat Choi! Happy Chinese New Year! 🧧🎉 https://t.co/vlDnINniQG,0,Twitter for iPhone,
EnaSkin,1511057219709722628,"New York, United States",2023-01-22 07:00:26,"Happy Chinese New Year! 🧧
On this day, we're celebrating with some amazing discounts! Enter the code CNYDEAL30 for… https://t.co/dW0VC5ngWT",0,Posted via www.ocoya.com,
Kevin L Bedford Sr,948539128119005184,"Washington, DC, New York, NY",2023-01-22 06:57:09,Chinese New Year starts today.,0,Twitter for iPhone,
유숲 아리 #PoloniexTurns9,1382179723950772225,"New York, USA",2023-01-22 06:50:38,@one_snowball Happy Chinese New Year.,0,Twitter for Android,
유숲 아리 #PoloniexTurns9,1382179723950772225,"New York, USA",2023-01-22 06:44:35,@lensprotocol_CN Happy Chinese New Year.,0,Twitter for Android,
.J.x,797783131499556865,"New York, USA",2023-01-22 06:42:47,Happy Chinese New Year 🧧,0,Twitter for iPhone,
유숲 아리 #PoloniexTurns9,1382179723950772225,"New York, USA",2023-01-22 06:38:38,"@rewardsbunny Happy Chinese New Year. 

@GxSajib @sathi202 @",0,Twitter for Android,
MeesterKeem @ NYC 🇺🇸,1307182517309575168,New York City,2023-01-22 06:38:29,"@TourguideStan Nice meeting you, Stan! Happy Chinese New Year again! 🧧",0,Twitter for iPhone,
Larry Tullio 武松,861027847,"New York, USA",2023-01-22 06:35:26,"@pingan_group 
I would like to wish Peter and my friends at Pingan a very healthy and prosperous Chinese New Year.… https://t.co/AFigrGM7qV",1,Twitter Web App,
Fit Geno,1542881000723734529,"New York, US",2023-01-22 06:35:03,"Let's ring in the Chinese New Year with a bang! 🎉
Get 30% off on all our amazing products at Fitgeno when you use t… https://t.co/r9aalm5tCH",0,Posted via www.ocoya.com,
Reuters World,335455570,NYC,2023-01-22 06:30:18,Chinese pray for health in Lunar New Year as COVID death toll rises https://t.co/UIrdtBCDoB https://t.co/u8MxT1iLmG,12,True Anthem,
Eat With Dan,208780274,"Wayne, NJ",2023-01-22 06:25:41,"Chinese New Year is a 16 day celebration. To welcome in the Year of the Rabbit, I made a vegan prayer offering meal… https://t.co/3xA9cZd0yd",1,IFTTT,
sel j,15948779,nyc,2023-01-22 06:16:54,@akaNemsko Happy Chinese New Year 🧧 Nemo 🫶🏻🍷.,0,Twitter for iPad,
🐝⚜️ 𝔐𝔬𝔫𝔰𝔦𝔢𝔲𝔯 𝔈𝔰𝔠𝔞𝔫𝔬,294758966,New York City,2023-01-22 06:04:13,Chinese New Year 🧧 it’s officially the rabbit 🐇 year.,1,Twitter for iPhone,
Baron Von,865579191382589442,"New York, USA",2023-01-22 06:03:05,"Happy Chinese Lunar New Year。The year 2022 was extremely extraordinary and will be remembered by all, with the Grea… https://t.co/ThSVFJt2zu",0,Twitter for iPhone,
DemøSaint,820677477983027200,new york,2023-01-22 06:00:52,@StarrieVT Happy Chinese new year 🧧,0,Twitter for iPhone,
AdirondackOMS,842400639443431426,"New York, USA",2023-01-22 06:00:06,Happy Chinese New Year! https://t.co/k7k26YqQf4,0,Hootsuite Inc.,
Sophie Thompson,1575321108169248768,"Broxville, NY",2023-01-22 05:57:55,"Interestingly, the zodiac. The earthly animals represent the luck and fortune of a person. Those who celebrate it m… https://t.co/BgDUfeUAW6",0,Twitter Web App,
veraismail,1494641433956864002,"New York, USA",2023-01-22 05:54:11,Happy Chinese New Year 2023. This new year officially started a new chapter ! May you always shine the brightest am… https://t.co/vjjb3epAZT,0,Twitter for iPhone,
Aaliyah Rosado,914907100370935808,"Florida, USA",2023-01-22 05:49:42,"Happy Chinese New Year!
#ChineseNewYear #ChineseNewYear2023 #HappyChineseNewYear #HappyChineseNewYear2023… https://t.co/cCPgYBoCRG",2,Twitter for iPhone,
Mayuri Saxena,541329749,New York City,2023-01-22 05:36:48,Wishing friends and family a Happy Chinese New Year! https://t.co/Wnx8eiXJuM,1,Twitter Web App,
Marvin R. Jeffcoat,447401356,"Queens, NY",2023-01-22 05:35:24,Happy New Year to all of our Chinese Brothers and Sisters! https://t.co/gEwUpYTW1r,2,Twitter for iPhone,
d,25695065,new york,2023-01-22 05:35:10,chinese new year chinese new me,2,Twitter for iPhone,
Ravi C Varanasi,39253760,"Philly, US",2023-01-22 05:31:37,"On the joyous occasion of Chinese New Year 2023, we hope you have a party to remember and a feast to enjoy. https://t.co/yf67Tbfg08",0,LinkedIn,
Selene Lee ❓,1530293997549367296,"Manhattan, NY",2023-01-22 05:28:43,@deborah_ikedias Happy Chinese new year,0,Twitter for iPhone,
Dinujaya ✪,883416576279560192,New York,2023-01-22 05:27:09,Happy Chinese New Year! 🥳🐥May you all soar like birbs this new year! 🦜🦜🦜 https://t.co/w6byWqPxHG,0,Twitter Web App,
Ning Luo 罗宁,1530256704889298947,"New Haven, CT",2023-01-22 05:26:15,@lorisdanto Happy Chinese New Year!❤️,0,Twitter for iPhone,
NB,853681121049161728,"New Jersey, USA",2023-01-22 05:25:40,@Zeny49130547 Happy Chinese New Year fam🧧You are a loyal true LizQuen fan👍🥰,3,Twitter for iPad,
Johnny Wu,1149473106743955456,"New York, USA",2023-01-22 05:23:21,happy chinese new year friends &lt;3 i hope you spent/enjoyed it well with family and loved ones and that you all got… https://t.co/4Yo34JVQkM,0,Twitter Web App,
Dinujaya ✪,883416576279560192,New York,2023-01-22 05:21:01,"@CuddlyKids_NFT Happy Chinese New Year To Cuddly Kids 🧧🎊 
! Gong xi fa cai! May this new year bring Kids happiness,… https://t.co/NtqjIk2F4b",0,Twitter Web App,
Tareisa,54608326,"New York, USA",2023-01-22 05:11:57,Happy chinese new year ~ https://t.co/qFIx8JELNR,0,Twitter for Android,
Elizabeth B. Wang,1149689635356008448,"Manhattan, NY",2023-01-22 05:09:44,"As the Golden Tiger bids farewell to the New Year, and the jade Rabbit welcomes the Year of the Rabbit…In Chinese a… https://t.co/Dbd7ux52z6",0,Twitter for iPhone,
em yeu,1410305946828656644,"Philadelphia, PA",2023-01-22 05:08:18,Happy Chinese new year bitches 🧧,0,Twitter for iPhone,
冷傲紳士ArrogantGentry,1291594720410398720,"Manhattan, NY",2023-01-22 05:07:23,"@Marvel Happy Lunar new year! I'm Chinese American. Thank you Marvel for your New Year's greetings, At the same tim… https://t.co/Ye6Yy9T9vC",0,Twitter for iPhone,
Lawrence,1308976107497156611,"Bronx, NY",2023-01-22 05:07:21,Happy Chinese new year from NYC! And from hokkien🇨🇳🇹🇼🇭🇰,0,Twitter Web App,
ETS,2820512047,"Princeton, New Jersey",2023-01-22 05:05:05,"Happy Chinese New Year! 🏮 
May the year of the Rabbit be full of prosperity, health and good luck. #LunarNewYear2023 https://t.co/3R5FAZtltK",3,Sprout Social,
Savannah Crouch,1278841782672011265,philadelphia,2023-01-22 05:02:29,"i’m the first to hate fireworks, but this chinese lunar new year fireworks thing and it being rag tag and illegal a… https://t.co/zPmbYthTNV",0,Twitter for iPhone,
Caixia Mao,1305408629139361793,"New York, USA",2023-01-22 05:02:25,Happy Chinese New Year 🐰 https://t.co/GS3xJAEKLv,0,Twitter for iPhone,
julie,836294479405596672,new york city,2023-01-22 05:01:11,chinese new year 🧧 ~,0,Twitter for iPhone,
iradiophilly,82422194,"Philadelphia, PA",2023-01-22 05:00:30,"Happy Chinese New Year 2023! Year of the Rabbit.
Gong Xi Fa Cai! 恭喜發財 Gong Hey Fat Choy!

#YearOfTheRabbit… https://t.co/c6OH3BrPez",0,Twitter Web App,
Gitto's Farmer's Market,1525163207979057152,"Brooklyn, NY",2023-01-22 05:00:15,Wishing you and your loved ones a prosperous and joyful Chinese New Year! 🧧🎉 May the Year of the Rabbit bring you g… https://t.co/vhTKT8nYP4,0,Constant Contact - Social Posts,
Fading Sanehi 🏳️‍🌈🇺🇲🇬🇾🇵🇷,903364683033440298,"Brooklyn, NY",2023-01-22 05:00:14,Wishing you and your loved ones a prosperous and joyful Chinese New Year! 🧧🎉 May the Year of the Rabbit bring you g… https://t.co/GGmq4eZDNW,0,Constant Contact - Social Posts,
Daniel Saynt,47046334,"Manhattan, NY",2023-01-22 04:58:54,"Happy Chinese New Year, you sexy fucks. https://t.co/pmMfIjUvUh",0,Twitter for iPhone,
fely meda,2149194147,"Brooklyn, NY",2023-01-22 04:54:39,HAPPY CHINESE NEW YEAR!!!!!!,0,Twitter for Android,
VDB,3403091380,"New York, NY",2023-01-22 04:53:04,"Happy Chinese New Year from all of us at VDB. May good fortune shine on you in the new year!

#lunarnewyear… https://t.co/rc6o97t1zr",0,TweetDeck,
THE Money Maker,3692884996,"New York, USA",2023-01-22 04:52:10,"I bought any possible $Rabbit token on the market and wait for it to pump in Chineses New Year. 

 $RABBIT is the t… https://t.co/DzdeMbfBzT",0,Twitter Web App,
MYCGNewYork,881881175261892608,"Manhattan, NY",2023-01-22 04:43:47,The Consulate General of Malaysia in New York wishes you a happy and prosperous Chinese New Year. May this new year… https://t.co/XWMyHueyBk,1,Twitter Web App,
Peel,81625366,"Middlesex County, NJ",2023-01-22 04:42:09,Also for future years I'd appreciate if the moon would check the NFL playoff schedule before making its Chinese New… https://t.co/bNhsgxKQUN,0,Twitter Web App,
delicate genius.,897808799804903424,"Georgia, USA",2023-01-22 04:40:31,Happy lunar new year. Year of the rabbit hey thats cool it's rabbit this year in the Chinese zodiac hey I'm down fo… https://t.co/tEeDpBNx1w,0,Twitter for Android,
Stan,1166547336090324992,"Brooklyn, NY",2023-01-22 04:39:27,Happy Chinese New Year or Lunar New Year to anyone/fellow Asians celebrating the holiday! :D https://t.co/7nKfbAsPtP,0,Twitter for iPhone,
Mohamed Amen,2495488976,"Manhattan, NY",2023-01-22 04:37:19,"To all of My Friends celebrating Chinese new year , Gung-Hey-Fat-Choy https://t.co/q1Y1CdQleo",0,Twitter for iPhone,
Mr_S_H_A_D_O_W_ ⚡️,1416256229651910658,"New York, USA",2023-01-22 04:33:34,@thedaoofwei Happy Chinese New Year from the #VOLTARMY @VoltInuOfficial to you all,0,Twitter for Android,
Jesús Adolfo Romero,484295973,"New York, USA",2023-01-22 04:26:09,Happy lunar Chinese new year 🧧 #LunarNewYear,0,Twitter for iPhone,
THE Money Maker,3692884996,"New York, USA",2023-01-22 04:14:57,"$RABBIT is the top of Chinese New Year meme coin.🐰✨ 

 Considering the recent pumps I believe people will hunt for… https://t.co/klr9cIHU71",0,Twitter Web App,
Evagaden | Rebels,1124711185901871107,"Greenwich, CT",2023-01-22 04:12:16,Happy Chinese new year I am six beers in at employee dinner https://t.co/liW4PBf9oT,0,Twitter for Android,
Aurora Brielle,1300636911422386176,Lower East Side New York ,2023-01-22 04:10:34,Happy Chinese New Year to all my family and friends here and in Asia!!! #chinesenewyear #yearoftherabbit ♥️🎉🎉🐰,0,Twitter for iPhone,
nyczbrandon 💫,3188713557,"New York, NY",2023-01-22 04:05:53,chinese new year dinner https://t.co/urxC4rputl,0,Twitter for iPhone,
A.J. Schmitz,1485424381,NYC,2023-01-22 04:05:27,"Happy Chinese New Year! I celebrated at a restaurant with a Chinese friend and her family. Whole fish, duck… but no rabbit. 

🇨🇳🐇",0,Twitter for iPhone,
Joe fan account FOTG ⚡,1616123332440489985,Manhattan NY,2023-01-22 03:58:31,"Good Night everyone :) 
more chinese new year celebrations tomorrow WHOOOOOOOOO",0,Twitter Web App,
michele Ann,40277193,New York,2023-01-22 03:58:14,"Happy Chinese New Year!
Particularly to all of us who are
🐰🐰🐰🐰 https://t.co/xwtviJ6jmf",1,Twitter Web App,
BEACH SAMURAI,936840446394945536,NYC,2023-01-22 03:48:32,"No better way to say to goodbye to a new year , happy Chinese new years  https://t.co/lhX9q3pu6i",0,Twitter for iPhone,
MATTellaneous 🏃‍♂️ 🚴,214171534,"New Jersey, USA",2023-01-22 03:46:27,Wanted to ride longer today but our guests arrived early for our Chinese new year dinner. I’m surprised this short… https://t.co/EM6y8oH5WI,3,Twitter for iPhone,
Lingky Lin,1590494805418823686,"Brooklyn, NY",2023-01-22 03:44:02,Happy Chinese New Year! https://t.co/XU1eUUrncg,0,Twitter for iPhone,
Gene Williams,26435459,"Jamaica, Queens",2023-01-22 03:41:20,"🧧 Happy Chinese Lunar New Year 🐇 #chinavlog #chinesenewyear #chinesenewyear2023
Gwiz (Gene Williams) chasing after… https://t.co/6bXfe0UjTa",0,Twitter for iPad,
Montana🖤,3398717277,somewhere you’re not ,2023-01-22 03:41:11,i love celebrating chinese new year .. one of my favorite things about being chinese,0,Twitter for iPhone,
☥ Yo The Spiritualist ☥,505505038,Georgia,2023-01-22 03:39:47,I’m also burning a Bayberry &amp; a Beeswax candle since it’s the Chinese/Lunar New Year!,0,Twitter for iPhone,
GundamSmasherMobile,1177464740919930881,"Bayside, Queens",2023-01-22 03:37:51,1st day of 2023 Chinese New Year https://t.co/sJ1nPNFUTE,0,Twitter for Android,
Kyle Wu,1382214164,"Staten Island, NY",2023-01-22 03:36:32,"Happy Chinese New Year 2023, Year of The Rabbit #chinesenewyear #lunarnewyear #yearoftherabbit https://t.co/qVGPniBqI2",0,Twitter Web App,
🤴Maximilian VII 🤴 Ikeman Vtuber,1428889358900334597,"Georgia, USA",2023-01-22 03:36:08,Happy Chinese new year!,1,Twitter Web App,
Bryant Z,284489378,NJ,2023-01-22 03:34:14,@iingwen Happy Chinese New Year!,0,Twitter for iPhone,
Elioraiden,1455844247907680256,downtown,2023-01-22 03:32:55,Happy chinese new year guys!!!! https://t.co/F77Rmi978N,2,Twitter Web App,
shoumik.eth 🪩,622504235,"New York, USA",2023-01-22 03:30:28,What’s the German word for when you’re sick and sitting in your bedroom while your roommate is throwing a Chinese n… https://t.co/kz1TdQKtaN,1,Twitter for iPhone,
mike wu,3143869671,"Manhattan, NY",2023-01-22 03:29:25,@prchovanec It wouldn’t be Northern Chinese New Year without..,0,Twitter for iPhone,
Mar!0x🌙,705098000767586304,"New York, NY",2023-01-22 03:23:38,"As part of my Chinese New Year celebration, I just picked up a beautiful Rabbit @yaypegs 🫰#YearOfTheRabbit https://t.co/EpfOw221JC",13,Twitter for iPhone,
Mar!0x🌙,705098000767586304,"New York, NY",2023-01-22 03:21:56,"Happy Chinese New Year!
#YearOfTheRabbit 🎉🎉🎉
In the year of the Rabbit🐰 Peace &amp; Prosperity is among you. Wishing ev… https://t.co/yocQQnbRhT",0,Twitter for iPhone,
Truesonic405,1600238075417972736,"Florida, US",2023-01-22 03:16:01,@EikoMiruku Happy Chinese New Year Eiko❤️❤️,0,Twitter Web App,
Justinian,80556098,"East Village, Manhattan",2023-01-22 03:15:06,It’s great that we live in a social media world where we now culturally appropriate the Chinese new year 🧧,0,Twitter for iPhone,
Baron Von,865579191382589442,"New York, USA",2023-01-22 03:07:11,Happy Chinese Lunar New Year https://t.co/AL1U47svRD,0,Twitter for iPhone,
Huaisi Cen,130169686,"New York, NY",2023-01-22 03:07:00,@iingwen Happy Chinese New Year! https://t.co/kB4fpbZtgF,0,Twitter for iPhone,
LuSQ_47,813219972751257601,"Queens, NY",2023-01-22 03:06:53,"Happy Chinese New Year!!!

#HappyChineseNewYear2023 #happyChinessNewYear https://t.co/Tc8FU4HXC7",0,Twitter for iPhone,
Marmsregine Universal Shop of Products & Services.,1527375115796656135,"Brooklyn, New York",2023-01-22 03:02:59,"Happy Chinese New Year. Just FYI, I'm 1/4 Chinese. No Asian hate towards me since I'm also part and parcel Spanish,… https://t.co/kNOVlCbvyP",0,Twitter Web App,
#DiogenesTheCynic,1478403995676913669,"New York, USA",2023-01-22 03:02:31,"@SecBlinken You are talking about the Chinese New Year and you didn’t even mention #China once. FYI, our New Year passed.",0,Twitter for iPhone,
Mathias,946551958076235776,"Philadelphia, PA",2023-01-22 03:01:10,Happy Chinese New Year https://t.co/YN1QVLxwVH,0,Twitter for Android,
Marmsregine Universal Shop of Products & Services.,1527375115796656135,"Brooklyn, New York",2023-01-22 02:59:10,"Happy Chinese New Year. Just FYI, I'm 1/4 Chinese. No Asian hate towards me since I'm also part and parcel Spanish,… https://t.co/TxlcDVk3sK",0,Twitter Web App,
Viral Promo,536226482,New York,2023-01-22 02:54:52,Lunar New Year: Chinese families meet for bittersweet reunions https://t.co/Q1KGFe8Pfx,0,IFTTT,
Naftali Kaminski,630713215,Yale School of Medicine,2023-01-22 02:51:53,@thanh_neville Happy Chinese New Year to you and all friends &amp; family!!! https://t.co/mnvBnRmAvz,0,Twitter for iPhone,
shadymarkny.eth,2443689807,"New York, USA",2023-01-22 02:51:21,@bennyhsu_xyz Happy Chinese New Year to you too brother!! Thank you :),0,Twitter Web App,
anDrew,308705381,"New York, NY",2023-01-22 02:44:19,@zigmundraa happy chinese new year!!!,0,Twitter Web App,
MissGoddessTConTarot,1139917632768040960,"Bushkill, PA",2023-01-22 02:44:09,Happy New Moon In Aquarius/Chinese New Year!! #NewMoon #ChineseNewYear,0,Twitter for iPhone,
fredo,1373313360243081219,"Queens, NY",2023-01-22 02:34:35,Happy Chinese new year!!!,0,Twitter for iPhone,
Issa Urra,171640435,"Weehawken, NJ",2023-01-22 02:30:30,What if we transcend our human programming &amp; let our organic structure shape who we become instead? #limitless… https://t.co/QGdIaUwSAA,0,Twitter Web App,
Dennis Yee,884220612947976192,"Brooklyn, NY",2023-01-22 02:28:09,Time to paint part and tomorrow Chinese New Year 🧧 #starwars #bobafett #themandalorian #bandai #modelkit #plamo… https://t.co/EtAjldCiJL,0,Twitter for iPhone,
shadymarkny.eth,2443689807,"New York, USA",2023-01-22 02:24:50,Happy Chinese New Year from the Wan’s family to yours🧧#ChineseNewYear2023 https://t.co/xtqyzCpXa6,0,Twitter for iPhone,
vi(k)gilante shit • TAMPA N1 & 3,1093381177287815168,"Florida, USA",2023-01-22 02:21:20,i prefer the term ‘lunar new year’ over ‘chinese new year’ since it’s more inclusive. china isn’t the only country celebrating this holiday.,1,Twitter for iPhone,
Bryant Z,284489378,NJ,2023-01-22 02:17:59,@sanahashmi1 Happy Chinese New Year!,0,Twitter for iPhone,
YANG,1615264049977065472,"New Jersey, USA",2023-01-22 02:13:43,@ilov04 Happy chinese new year,0,Twitter for Android,
SkinergyBeauty,1073650242795528192,"New York, NY",2023-01-22 02:12:32,Happy Chinese New Year to our wonderful vendors in China! https://t.co/9JvYKD5B5i,0,Twitter for iPhone,
Madena,532893426,New York City,2023-01-22 02:11:19,@TheStewLittle Perhaps it’s for the Chinese New Year,0,Twitter for iPhone,
Todd Abedrabbo,1005932248691085312,"Springfield, NJ",2023-01-22 02:08:09,No better way to celebrate the Chinese New Year than with this special performance. Happy Lunar New Year to all who… https://t.co/LdeWB0fD2m,0,Twitter for iPhone,
shorting alpha 🚀,1276607016404955141,DC/NYC,2023-01-22 02:07:05,happy chinese new year ! https://t.co/GT2H5eW4iO,0,Twitter Web App,
Joe fan account FOTG ⚡,1616123332440489985,Manhattan NY,2023-01-22 02:01:03,Back on twitter after a great Chinese New Year night dinner with the awesome fammmmmmmm https://t.co/1XrRwLnVEd,0,Twitter Web App,
SkyArk Chronicles,1458430696737755146,SkyLands,2023-01-22 02:00:31,"新年快乐 🎊 Happy Chinese New Year 🎊
May your New Year be as lucky and lovely as the Rabbit! 🐰

#SkyArkChronicles… https://t.co/Z3K2iaiosb",1,Twitter Web App,
Forbes,91478624,"New York, NY",2023-01-22 02:00:14,"This weekend's New Moon signals the beginning of Chinese Lunar New Year, which this year arrives during some rare e… https://t.co/2yJEDVc2FO",8,SocialFlow,
Denny Gallery,833629328,"New York, NY",2023-01-22 01:59:27,Happy Chinese New Year! - https://t.co/oO6q8qxEZp https://t.co/mz9CREIMnM,0,Mailchimp,
Cathy Alonso,3244181275,"Verona, NJ",2023-01-22 01:57:44,🌸💕 Welcoming the Year of the Rabbit 2023…Happy Chinese New Year’s Eve!🐇🥮🥂💥💫 https://t.co/cTIh7sQSOk,0,Instagram,
Jas✨,877254412045082624,"New York, USA",2023-01-22 01:52:40,@allkpop Doesn’t it say Chinese new year on most calendars?,0,Twitter for iPhone,
fruit girl,14748284,"queens, nyc",2023-01-22 01:46:23,french kissing a duck tongue at chinese new  year dinner,0,Twitter for iPhone,
Michael,1460656815063060485,"New York, NY",2023-01-22 01:44:47,No surprises for Chinese new year please 😤😤 https://t.co/42GWbtLRFZ,0,Twitter for Android,
mona_jjn,777637855518715904,"New York, NY",2023-01-22 01:44:45,Happy Chinese New Year🐰,0,Twitter for iPhone,
Vogue Magazine,136361303,"New York, NY",2023-01-22 01:41:44,"You've heard of J-Beauty and K-Beauty. Now, meet some of China's rising product stars, just in time for Lunar New Y… https://t.co/vFbRZ9cRwi",13,SocialFlow,
NYAF,1493816990846304260,"Manhattan, NY",2023-01-22 01:37:32,We’re closed tonight for Chinese new year party!! Open tomorrow morning at 11am thanks!!!,0,Twitter for iPhone,
Lily Dembowski,3243719117,,2023-01-22 01:32:01,Chinese New Year of the rabbit 🐰🐰🧧🧧family dinner🎉🍾 @ Good Fortune Restaurant https://t.co/RzEBE6RElr,0,Instagram,"{'type': 'Point', 'coordinates': [-73.8177717, 40.74977916]}"
"Blair, Status: 🟠⚫",745815965439496192,"Florida, USA",2023-01-22 01:29:44,"Yawn, it's a Saturday night. Also Chinese New Year, yay.
Happy year of the rabbit! 🐰 🏮",0,Twitter Web App,
"delightful, insightful, fact-filled walking tours!",164380239,"Manhattan, New York City",2023-01-22 01:21:45,"Happy Chinese new year (tomorrow).
Meet @MeesterKeem. We just met on Mott Street while recording Chinese New Year's… https://t.co/IE1oqRu4Ls",0,Twitter for Android,
Nile HIK,1580089790837698560,"New York, USA",2023-01-22 01:14:51,"@Tsinghua_Uni Happy New Chinese Lunar Year!
 (Note that this is Chinese Spring Festival, not Korean. Korea is the thief of culture😡.)",0,Twitter for Android,
Patrick Chovanec,64657863,"New York, NY",2023-01-22 01:14:26,It wouldn’t be Chinese New Year without … https://t.co/s8jbFnKeKZ,0,Twitter for iPhone,
Platypus,1553076411547746308,NYC,2023-01-22 01:13:19,~~~     Happy  Chinese  New  Year  of  The  Rabbit https://t.co/DZ1jFUR4qa,0,Twitter Web App,
Trauma & ACS of NYU Langone Hospital-Long Island,1605311862970744836,"Mineola, NY USA",2023-01-22 01:12:47,"NYULH-LI Level I Trauma Center wishes every one a Happy Chinese New Year 🧧 a year of hope, the year of the rabbit! https://t.co/fRFRiyv64J",3,Twitter for iPhone,
Andrea Esposito-Pezza,1550967323279982598,"Rye, NY",2023-01-22 01:07:53,"Happy New Year    The Chinese zodiac is known as shengxiao, which translates to ""born resembling,"" based on the bel… https://t.co/2KSK4c20KX",0,Twitter for iPhone,
Blisa Jennierist,1007124567184297984,"Florida, USA",2023-01-22 01:05:48,"@imbecilicious @SpokespersonCHN My cousin is study abroad in China,she is having Chinese New Year well and happily… https://t.co/juYiLYGx4s",0,Twitter for Android,
CaroTrans International,845264297085296640,"Clark, NJ",2023-01-22 01:00:12,"Happy Chinese New Year! Wish you good health and much success in 2023!

The related information about our service a… https://t.co/cxkB0j74jo",0,Sprout Social,
W3B Portfolio News,1541528329421000704,"New York, NY",2023-01-22 00:55:35,"Chinese New Year and Bitcoin, Will There Be Fireworks For BTC? https://t.co/krJs8XcR7Y",0,Jetpack.com,
Lion🦁️_for_Lay🐑,1560485105688272897,"New York, NY",2023-01-22 00:55:01,@layzhang love u babe. Happy Chinese new year and happy holiday:),0,Twitter for iPhone,
wendy 🙃,71367936,new york,2023-01-22 00:50:09,omg lol I went back home for lunar new year this weekend and I found this bootlegged version of yukan club that I b… https://t.co/BMmKY5AU6c,5,Twitter for iPhone,
Spideraxe,3855898996,"New York City, New York",2023-01-22 00:46:12,"Chinese new year dinner is always fun, it’s basically a free for all because of how busy restaurants get",3,Twitter for iPhone,
人形睡觉机器人,1215199145184518145,"Manhattan, NY",2023-01-22 00:45:29,@Kana_Momonogi Happy Chinese New Year,0,Twitter for iPhone,
人形睡觉机器人,1215199145184518145,"Manhattan, NY",2023-01-22 00:44:58,happy Chinese New Year,0,Twitter for iPhone,
Parody Account on this sinking ship,50060846,New York City,2023-01-22 00:44:17,Lol. Had a lil gummy before going to Chinese New Year dinner. Now I don’t think I can read,0,Twitter for iPhone,
BABs Labs,1523628414854483968,"New York, USA",2023-01-22 00:43:05,"Happy Chinese New Year! 🏮

Our team at BABs, wishes you prosperity, luck, and good fortune! 

Let’s enjoy the New Y… https://t.co/XLgx5wG7Ls",0,Sprout Social,
